standard,method,element,value,stdev,units,detected,is_approximate,detection_limit
oreas 22d,4-Acid Digestion,Ag,NA,NA,ppm,FALSE,FALSE,0.1
oreas 22d,4-Acid Digestion,Al,1321.13333333333,77.9559891437982,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,As,NA,NA,ppm,FALSE,FALSE,1
oreas 22d,4-Acid Digestion,Ba,6.16929333333333,0.631092737187667,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Bi,NA,NA,ppm,FALSE,FALSE,0.1
oreas 22d,4-Acid Digestion,Cd,NA,NA,ppm,FALSE,FALSE,0.1
oreas 22d,4-Acid Digestion,Co,0.850045238095238,0.071035164330269,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Cu,9.23333333333333,1.33983568539786,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Fe,4678.395,369.995075227426,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Hf,0.215,0.0291040260956344,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Li,14.22,1.32986906277946,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Mn,109.266666666667,12.2359936347598,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Mo,2.35975555555556,0.0858402530402885,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Nb,0.88,0.0805155799872918,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Ni,4.3788305555555596,0.631014954836159,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Pb,0.7179,0.2626,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Rb,0.539,0.0615901757887937,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Sb,0.209,0.0306250181696556,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Sn,0.605213333333333,0.013210978125029,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Th,0.666116666666667,0.0950361746008257,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Ti,214.18,7.73482942325547,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,U,0.177669444444444,0.0492291882300562,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,V,2.63333333333333,0.497347461393438,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,W,0.21,0.0314970394174355,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Y,0.685333333333333,0.0743361424138083,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Zn,6.69911944444444,1.31471417246008,ppm,TRUE,FALSE,NA
oreas 22d,4-Acid Digestion,Zr,7.02133333333333,0.599609889598568,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Al,80164.0936637055,4840.56324720289,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ba,715.75147034148,32.5905326083882,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Be,2.92416666666667,0.473506806341975,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Bi,0.677595238095238,0.0632366973523903,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ca,10837.5664324599,402.724125451566,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ce,83.6616666666667,3.49198402843933,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Co,16.876018701114,1.1870611569888,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Cr,118.290476190476,9.91149861918212,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Cs,10.6532777777778,0.406544939556263,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Cu,37.9595315186443,1.58745561977122,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Fe,43940.5180691912,1312.14759934934,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ga,20.12125,0.816319950062294,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Hf,3.90077789190993,0.540213207224274,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,K,28062.4071996891,1098.74818303882,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,La,42.3547916666667,2.33561885774589,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Li,51.7002784884758,1.16735054109868,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Mg,16479.3528803602,535.935906705287,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Mn,442.261312248924,20.9971314283915,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Mo,4.03243226991726,0.356850329516934,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Na,8457.37478081657,252.32658658638599,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Nb,14.5978864184151,1.28514140933393,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ni,60.0775903091849,4.13641474472899,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,P,692.872331158502,49.7868396032219,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Pb,23.1472330794587,1.38398826174357,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Rb,163.62941821133,8.5350637342806,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,S,1983.03811413248,82.4166333300282,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Sb,0.997251466396742,0.045085080486569,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Sc,15.2547783714286,1.43286371991067,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Sn,4.25085714285714,0.220624667484013,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Sr,123.849818863292,11.3714419371328,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ta,1.22728571428571,0.21987073530578,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Th,16.4210416666667,1.10579003448678,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Ti,4683.57333333333,176.014735724344,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Tl,0.86207118346389,0.0425458848427725,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,U,3.05928571428571,0.0932711755856263,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,V,108.061144427933,4.37192145642563,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,W,3.63914793149435,0.474974975340199,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Y,19.8711904761905,2.04131139386823,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Zn,104.652386101092,5.65992812213598,ppm,TRUE,FALSE,NA
oreas 24b,4-Acid Digestion,Zr,134.403227525519,24.0231792460929,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Ag,NA,NA,ppm,FALSE,FALSE,0.2
oreas 24c,4-Acid Digestion,Al,74459.4333333333,2125.45493196525,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,As,NA,NA,ppm,FALSE,FALSE,0.2
oreas 24c,4-Acid Digestion,Ba,269.141904761905,6.31375039294166,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Be,1.047,0.0732127991550217,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Bi,NA,NA,ppm,FALSE,FALSE,0.1
oreas 24c,4-Acid Digestion,Ca,58587.3666666667,1263.01055715566,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Cd,NA,NA,ppm,FALSE,FALSE,0.1
oreas 24c,4-Acid Digestion,Co,42.6933095238095,1.70683330359114,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Cr,192.686666666667,8.73247717634979,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Cu,48.6317333333333,1.45440609832702,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Fe,76197.0476190476,3560.04447733502,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Hf,3.75233333333333,0.244096302565412,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,K,7346.86666666667,409.63689616473,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Li,8.31666666666667,0.886715494291204,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Mg,39270.2,1011.18555887736,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Mn,1081.1,62.04356089294,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Mo,2.48933714285714,0.20273022615674,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Na,24225.7,1410.02695376533,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Nb,23.8293333333333,2.80665991909923,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Ni,137.576190476191,4.34716523837739,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,P,1555.23333333333,63.5815096894209,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Pb,2.89635555555556,0.244926624757614,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Rb,21.892,0.911570398341823,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Sb,NA,NA,ppm,FALSE,FALSE,0.1
oreas 24c,4-Acid Digestion,Sc,21.61,1.33263323163174,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Sn,1.51308333333333,0.0943783620851973,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Sr,441.523333333333,11.9629889011197,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Ta,1.4808,0.234240729190769,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Th,3.07856428571429,0.177403350361584,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Ti,10553.5466666667,258.993052952703,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,U,0.758697222222222,0.0389580222231998,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,V,160.513333333333,6.74591648055052,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,W,0.5271,0.0925488149187089,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Y,22.29,0.520841494188703,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Zn,108.477857142857,13.7262637962731,ppm,TRUE,FALSE,NA
oreas 24c,4-Acid Digestion,Zr,143.182,9.97102699376252,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Al,88729.4557843278,4251.32328946764,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ba,146.939324230281,4.67099266976882,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Be,1.0247619047619,0.167525753389681,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Bi,0.349916666666667,0.0335919845881631,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ca,3088.71509691824,79.6243585818562,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ce,48.9156111111111,2.70615828289841,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Co,8.19796402571372,0.663346703486627,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Cr,114.592857142857,8.11419262472995,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Cs,6.46116666666667,0.33427835228551,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Cu,33.9037617176382,2.2925068371418,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Fe,65960.3987851224,1565.06060206343,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ga,25.8907142857143,1.77194632550983,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Hf,4.53192725550435,0.532542732108556,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,K,4824.76657571426,143.703743790742,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,La,21.8302083333333,2.01546566582979,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Li,36.7470945714641,1.34465933388423,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Mg,3271.6459646185,166.707732513414,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Mn,474.433447489659,16.3794673481534,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Mo,2.55049313592491,0.157519241287454,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Na,1335.44499376129,40.72601816117,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Nb,22.4019948526605,1.70933603711886,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ni,45.843397281863,4.050976070151,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,P,480.255792001367,24.3751345980048,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Pb,25.2115587329357,1.8749839834586,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Rb,60.7809483189826,3.94521228073639,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,S,508.350751263196,22.7520513988732,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Sb,0.67064913217355,0.0484536699526135,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Sc,13.717619047619,1.05465998895743,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Sn,4.06222222222222,0.196276388486634,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Sr,48.4674007587558,1.986988891266,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ta,1.59711111111111,0.134231309478991,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Th,15.8129166666667,0.971145317112977,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Ti,9765.58162785265,593.283335197477,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Tl,0.350600484953249,0.0296487782956429,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,U,2.94,0.0879820455328072,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,V,157.293014216144,8.32277727919688,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,W,2.09676826141104,0.201105056351052,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Y,12.268125,2.06081543068801,ppm,TRUE,FALSE,NA
oreas 25a,4-Acid Digestion,Zn,44.4470306115084,2.59600472009698,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Al,81519.4992209341,2533.47064731535,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,As,13.8084581134248,0.857317473944211,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ba,183.299381957313,9.70917459509384,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Be,0.793116190476191,0.113492590596483,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Bi,0.311702285601806,0.0329723886388977,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ca,1853.66131890947,153.185312917544,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ce,37.1621228604763,3.0563240925002,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Co,29.4665046367829,1.60936160448077,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Cr,548.585966211238,32.8331038951574,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Cs,3.91063888888889,0.299102092218398,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Cu,371.077221792165,12.8417327149018,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Dy,2.26491666666667,0.21016715236396,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Er,1.37513333333333,0.104599312100768,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Eu,0.569607142857143,0.0920775138064685,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Fe,145176.314347737,7824.11375233594,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ga,21.2244581438279,1.0086669124912,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Gd,2.41533333333333,0.261164934768645,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Hf,3.82634730874959,0.164369342617113,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ho,0.456106666666667,0.0548555173455803,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,In,0.0960208333333333,0.00732413784476293,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,K,4122.84287142773,170.1092110512,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,La,16.8923314152987,2.15851587878815,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Li,21.4934131735928,1.02809643065144,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Lu,0.181122222222222,0.0269510149409851,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Mg,2446.74402564164,157.488853021009,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Mn,492.41283099051,28.8537039030423,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Mo,2.50034801726698,0.112058062254992,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Na,1005.97796741231,92.9464641888736,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Nb,14.5407888230551,1.11107313794093,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Nd,13.4033333333333,1.4808240948877,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ni,230.546255275148,13.3830253701708,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,P,421.918611339807,27.5342496623009,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Pb,21.7570144150137,1.35231208755744,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Pr,3.69593333333333,0.407834815558463,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Rb,42.131902507149,2.40035627970606,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,S,486.185556483996,40.1944394037481,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Sb,0.820141319531846,0.0891537313451117,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Sc,49.310889047619,1.89033949053676,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Sm,2.80202777777778,0.326487233275765,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Sn,2.77831293517902,0.199640262731123,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Sr,31.3359915346039,1.83162801962396,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ta,1.02402310464874,0.136681791873339,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Tb,0.397963868531867,0.0378775193513889,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Th,14.5009454697549,1.14656247819806,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Ti,7732.22711567109,573.593292967464,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Tl,0.267346271471723,0.0416230794847205,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,U,2.63491506071124,0.180062047872014,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,V,234.551498597848,12.1635610375661,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,W,1.61743674528195,0.191426438874031,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Y,9.53224997582517,1.32875505914983,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Yb,1.33241275918836,0.169592754514207,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Zn,45.6802264931864,4.72372727893712,ppm,TRUE,FALSE,NA
oreas 45d,4-Acid Digestion,Zr,140.616002282297,20.5133195125895,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ag,0.311339720019272,0.0619458324812049,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Al,67762.1424556644,1698.65452133136,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,As,16.3098409489182,1.53428792528748,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ba,252.423124439657,12.188099934959,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Be,0.621157419933453,0.10537081334593,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Bi,0.279463236457901,0.0309169742665483,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ca,646.084463554885,60.7220658781077,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ce,23.4597711961933,2.20126971862494,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Co,57.0457676006934,3.86392542730918,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Cr,979.470072507904,74.3521186808129,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Cs,1.26264814814815,0.0494105016954271,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Cu,780.320232434315,23.3831529449188,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Dy,2.0518,0.200165000902267,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Er,1.1974,0.141279131875335,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Fe,241157.997294602,13217.3472847904,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ga,16.4755376727996,1.23377709287683,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Gd,1.99366666666667,0.268252289161515,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Hf,3.10882828230815,0.1438551530154,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,In,0.0985277777777778,0.00788644213184306,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,K,3240.51787152067,84.442519844543,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,La,10.9752002521456,0.968838068939876,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Li,6.58405660434196,0.489869500852094,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Lu,0.173177777777778,0.0285181356945376,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Mg,1558.63891804456,115.480592378109,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Mn,551.810251854615,31.8778948247472,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Mo,2.39803133761405,0.157123612508826,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Na,593.789715815179,34.5787093064152,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Nb,6.80076587254708,0.179891173282298,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Nd,9.57063888888889,1.27579235105714,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ni,453.693514448258,24.84647885838,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,P,343.355861459161,22.2433142842481,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Pb,18.2183924121298,1.85797468287134,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Pr,2.566,0.377960041675635,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Rb,21.2486470073697,1.17964725153698,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,S,457.428716164342,45.0790117299213,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Sb,0.995685044445403,0.096348187003157,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Sc,93.0132616939709,4.62816966197892,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Se,2.96988935271941,0.222612062099433,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Sm,2.2823,0.132959975828866,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Sn,1.31984116942084,0.073799814371025,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Sr,15.8811724032427,0.807959432573972,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ta,0.561050252024284,0.0577678808182214,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Th,12.9081725998903,1.04136023605895,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Ti,5588.22535653881,340.439285248763,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Tl,0.148218533811766,0.0277133937356911,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,U,2.40570280899439,0.188776411154675,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,V,322.108651924954,15.4293138634632,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,W,1.06557610892787,0.206177805234092,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Y,8.27910256410257,0.557515055575165,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Yb,1.19121013743406,0.124409398172704,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Zn,46.6601222569483,5.71087569368673,ppm,TRUE,FALSE,NA
oreas 45e,4-Acid Digestion,Zr,110.300772192254,14.4023671281186,ppm,TRUE,FALSE,NA
